Tokenized_Query,Tokenized_Answer
"['degree', 'program', 'students', 'interested', 'Music', 'Education', '?']","['degree', 'program', 'students', 'interested', 'Music', 'Education', 'Bachelor', 'Music', 'Education', '(', 'B.M.E', '.', ')', '.']"
"['provide', 'examples', 'minors', 'offered', 'Photography', 'department', '?']","['Examples', 'minors', 'offered', 'Photography', 'department', 'include', 'Photography', 'Geographic', 'Information', 'Science', '.']"
"['examples', 'Bachelor', 'Music', '(', 'B.M', '.', ')', 'programs', 'Music', 'department', '?']","['examples', 'Bachelor', 'Music', '(', 'B.M', '.', ')', 'programs', 'Music', 'department', 'include', 'Music', 'Musical', 'Arts', '.']"
"['degree', 'program', 'students', 'interested', 'Music', 'Technology', '?']","['degree', 'program', 'students', 'interested', 'Music', 'Technology', 'Minor', 'Music', 'Technology', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['courses', 'related', 'Advertising/Public', 'Relations', '?']","['Courses', 'related', 'Advertising/Public', 'Relations', 'include', 'COMM', '438', '.']"
"['minor', 'related', 'Communication', 'Social', 'Justice', '?']","['minor', 'related', 'Communication', 'Social', 'Justice', 'COMM', '443', '.']"
"['certificate', 'program', 'focuses', 'Geospatial', 'Big', 'Data', 'Analytics', '?']","['certificate', 'program', 'focuses', 'Geospatial', 'Big', 'Data', 'Analytics', 'COMM', '312', '.']"
"['courses', 'Digital', 'Journalism', 'Media', 'program', '?']","['courses', 'Digital', 'Journalism', 'Media', 'program', 'include', 'COMM', '451', '.']"
"['minor', 'related', 'Digital', 'Media', 'Trends', 'Analytics', '?']","['minor', 'related', 'Digital', 'Media', 'Trends', 'Analytics', 'COMM', '452', '.']"
"['certificate', 'program', 'focuses', 'Global', 'Environmental', 'Systems', '?']","['certificate', 'program', 'focuses', 'Global', 'Environmental', 'Systems', 'COMM', '315', '.']"
"['courses', 'Film', 'Production', 'program', '?']","['courses', 'Film', 'Production', 'program', 'include', 'COMM', '454', '.']"
"['minor', 'related', 'Film', 'Studies', '?']","['minor', 'related', 'Film', 'Studies', 'COMM', '455', '.']"
"['courses', 'Information', 'Sciences', 'Technology', 'Telecommunications', 'program', '?']","['courses', 'Information', 'Sciences', 'Technology', 'Telecommunications', 'program', 'include', 'COMM', '320', '.']"
"['examples', 'courses', 'satisfy', 'Earth', 'Sustainability', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Earth', 'Sustainability', 'requirement', 'include', 'ENV', '369', ',', 'ENV', '374', ',', 'ENV', '377', ',', 'ENV', '404', '.']"
"['difference', 'Earth', 'Systems', 'Minor', 'Environmental', 'Systems', 'Engineering', 'Minor', '?']","['Earth', 'Systems', 'Minor', 'focuses', 'broader', 'range', 'topics', 'related', 'Earth', ""'s"", 'systems', ',', 'Environmental', 'Systems', 'Engineering', 'Minor', 'specialized', 'engineering', 'aspects', 'environmental', 'systems', '.']"
"['provide', 'examples', 'courses', 'Energy', 'Business', 'Finance', 'Minor', '?']","['Examples', 'courses', 'Energy', 'Business', 'Finance', 'Minor', 'include', 'EBF', '382', 'EBF', '386', '.']"
"['courses', 'included', 'Energy', 'Engineering', 'Bachelor', 'Science', 'program', '?']","['Courses', 'included', 'Energy', 'Engineering', 'Bachelor', 'Science', 'program', 'ENE', '396', 'ENE', '404', '.']"
"['focus', 'Geobiology', 'Bachelor', 'Science', 'program', '?']","['Geobiology', 'Bachelor', 'Science', 'program', 'focuses', 'study', 'interactions', 'organisms', 'Earth', ""'s"", 'processes', '.']"
"['courses', 'part', 'Justice', ',', 'Ethics', ',', 'Diversity', 'Space', 'Certificate', '?']","['Courses', 'part', 'Justice', ',', 'Ethics', ',', 'Diversity', 'Space', 'Certificate', 'include', 'JEDS', '414', 'JEDS', '456', '.']"
"['provide', 'examples', 'courses', 'Landscape', 'Ecology', 'Certificate', '?']","['Examples', 'courses', 'Landscape', 'Ecology', 'Certificate', 'include', 'LEC', '456', 'LEC', '458', '.']"
"['main', 'difference', 'Mining', 'Engineering', 'Bachelor', 'Science', 'program', 'Mining', 'Engineering', 'Minor', '?']","['Mining', 'Engineering', 'Bachelor', 'Science', 'program', 'offers', 'comprehensive', 'study', 'mining', 'engineering', 'compared', 'Mining', 'Engineering', 'Minor', '.']"
"['courses', 'included', 'Petroleum', 'Natural', 'Gas', 'Engineering', 'Bachelor', 'Science', 'program', '?']","['Courses', 'included', 'Petroleum', 'Natural', 'Gas', 'Engineering', 'Bachelor', 'Science', 'program', 'PNGE', '489', 'PNGE', '490', '.']"
"['focus', 'Polymer', 'Science', 'Minor', '?']","['Polymer', 'Science', 'Minor', 'focuses', 'study', 'polymers', 'applications', 'various', 'industries', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['requirements', 'Biochemistry', 'Molecular', 'Biology', 'Minor', '?']","['requirements', 'Biochemistry', 'Molecular', 'Biology', 'Minor', 'found', 'course', 'catalog', '.']"
"['difference', 'Astronomy', 'Astrophysics', 'B.S', '.', 'Minor', '?']","['Astronomy', 'Astrophysics', 'B.S', '.', 'degree', 'in-depth', 'program', 'compared', 'Astronomy', 'Astrophysics', 'Minor', '.']"
"['provide', 'information', 'Biology', 'B.S', '.', 'program', '?']","['Biology', 'B.S', '.', 'program', 'focuses', 'various', 'aspects', 'biological', 'sciences', '.']"
"['courses', 'included', 'Chemistry', 'Minor', '?']","['Chemistry', 'Minor', 'includes', 'set', 'specific', 'chemistry', 'courses', 'outlined', 'curriculum', '.']"
"['focus', 'Data', 'Sciences', 'B.S', '.', 'program', '?']","['Data', 'Sciences', 'B.S', '.', 'program', 'focuses', 'data', 'analysis', 'interpretation', '.']"
"['curriculum', 'like', 'Forensic', 'Science', 'B.S', '.', 'program', '?']","['Forensic', 'Science', 'B.S', '.', 'program', 'includes', 'courses', 'forensic', 'investigation', 'analysis', '.']"
"['specific', 'requirements', 'Mathematics', 'B.A', '.', 'program', '?']","['Mathematics', 'B.A', '.', 'program', 'specific', 'course', 'requirements', 'outlined', 'academic', 'catalog', '.']"
"['courses', 'required', 'Aerospace', 'Engineering', 'B.S', '.', 'program', '?']","['Aerospace', 'Engineering', 'B.S', '.', 'program', 'includes', 'courses', 'aerodynamics', ',', 'propulsion', ',', 'aircraft', 'design', '.']"
"['provide', 'information', 'Microbiology', 'B.S', '.', 'program', '?']","['Microbiology', 'B.S', '.', 'program', 'focuses', 'study', 'microorganisms', 'applications', 'various', 'fields', '.']"
"['examples', 'courses', 'satisfy', 'Microbiology', 'minor', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Microbiology', 'minor', 'requirement', 'include', 'COMM', '803', ',', 'COMM', '804', ',', 'COMM', '833', '.']"
"['examples', 'courses', 'satisfy', 'Biomedical', 'Engineering', 'Technology', 'A.ENGT', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Biomedical', 'Engineering', 'Technology', 'A.ENGT', 'requirement', 'include', 'COMM', '619', 'COMM', '667', '.']"
"['examples', 'courses', 'satisfy', 'Natural', 'Science', 'minor', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Natural', 'Science', 'minor', 'requirement', 'include', 'COMM', '804', 'COMM', '842', '.']"
"['examples', 'courses', 'satisfy', 'Biomedical', 'Engineering', 'B.S', '.', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Biomedical', 'Engineering', 'B.S', '.', 'requirement', 'include', 'COMM', '620', 'COMM', '621', '.']"
"['examples', 'courses', 'satisfy', 'Physics', 'B.S', '.', '(', 'Science', ')', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Physics', 'B.S', '.', '(', 'Science', ')', 'requirement', 'include', 'COMM', '808', 'COMM', '833', '.']"
"['examples', 'courses', 'satisfy', 'Biomedical', 'Engineering', 'minor', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Biomedical', 'Engineering', 'minor', 'requirement', 'include', 'COMM', '621', '.']"
"['examples', 'courses', 'satisfy', 'Physics', 'minor', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Physics', 'minor', 'requirement', 'include', 'COMM', '817', '.']"
"['examples', 'courses', 'satisfy', 'Chemical', 'Engineering', 'B.S', '.', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Chemical', 'Engineering', 'B.S', '.', 'requirement', 'include', 'COMM', '632', '.']"
"['examples', 'courses', 'satisfy', 'Planetary', 'Science', 'Astronomy', 'B.S', '.', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Planetary', 'Science', 'Astronomy', 'B.S', '.', 'requirement', 'include', 'COMM', '818', '.']"
"['examples', 'courses', 'satisfy', 'Civil', 'Engineering', 'B.S', '.', '(', 'Engineering', ')', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Civil', 'Engineering', 'B.S', '.', '(', 'Engineering', ')', 'requirement', 'include', 'COMM', '633', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['Minor', 'Science', '?']","['Minor', 'Science', 'focuses', 'providing', 'students', 'foundational', 'understanding', 'various', 'scientific', 'disciplines', '.']"
"['Addictions', 'Recovery', 'Minor', '?']","['Addictions', 'Recovery', 'Minor', 'focuses', 'studying', 'addressing', 'issues', 'related', 'addiction', 'recovery', '.']"
"['Advanced', 'Instructor', 'Development', 'Professionals', 'Certificate', '?']","['Advanced', 'Instructor', 'Development', 'Professionals', 'Certificate', 'designed', 'enhance', 'skills', 'knowledge', 'instructors', 'various', 'fields', '.']"
"['Early', 'Development', 'Education', 'Minor', '?']","['Early', 'Development', 'Education', 'Minor', 'focuses', 'early', 'childhood', 'education', 'development', '.']"
"['Education', 'Public', 'Policy', 'B.S', '.', '?']","['Education', 'Public', 'Policy', 'B.S', '.', 'program', 'focuses', 'intersection', 'education', 'public', 'policy', '.']"
"['Elementary', 'Early', 'Childhood', 'Education', 'B.S', '.', '?']","['Elementary', 'Early', 'Childhood', 'Education', 'B.S', '.', 'program', 'focuses', 'preparing', 'students', 'teach', 'young', 'children', '.']"
"['Electrical', 'Engineering', 'Technology', 'B.S', '.', '?']","['Electrical', 'Engineering', 'Technology', 'B.S', '.', 'program', 'focuses', 'practical', 'applications', 'electrical', 'engineering', 'principles', '.']"
"['Engineering', 'Community', 'Engagement', 'Certificate', '?']","['Engineering', 'Community', 'Engagement', 'Certificate', 'focuses', 'involving', 'engineering', 'students', 'community', 'projects', 'outreach', '.']"
"['Engineering', 'Design', 'Digital', 'Tools', 'Certificate', '?']","['Engineering', 'Design', 'Digital', 'Tools', 'Certificate', 'focuses', 'teaching', 'students', 'use', 'digital', 'tools', 'engineering', 'design', '.']"
"['examples', 'minors', 'offered', 'Education', 'department', '?']","['examples', 'minors', 'offered', 'Education', 'department', 'include', 'Rehabilitation', 'Human', 'Services', ',', 'Social', 'Justice', 'Education', ',', 'Special', 'Education', ',', 'World', 'Languages', '(', 'K-12', ')', 'Education', '.']"
"['Certi', 'cate', 'program', 'related', 'Housing', '?']","['Certi', 'cate', 'program', 'related', 'Housing', 'Worklink', 'Strategies', 'Employability', 'Certi', 'cate', '.']"
"['provide', 'examples', 'Certi', 'cate', 'programs', 'Engineering', 'department', '?']","['Examples', 'Certi', 'cate', 'programs', 'Engineering', 'department', 'include', 'International', 'Engineering', 'Nanotechnology', '.']"
"['B.S', '.', 'program', 'related', 'Special', 'Education', '?']","['B.S', '.', 'program', 'related', 'Special', 'Education', 'Special', 'Education', '.']"
"['department', 'offers', 'B.S', '.', 'program', 'Mechanical', 'Engineering', '?']","['department', 'offers', 'B.S', '.', 'program', 'Mechanical', 'Engineering', 'Engineering', 'department', '.']"
"['Minor', 'program', 'related', 'Residential', 'Construction', '?']","['Minor', 'program', 'related', 'Residential', 'Construction', 'Residential', 'Construction', '.']"
"['give', 'examples', 'Certi', 'cate', 'programs', 'Industrial', 'Engineering', 'department', '?']","['Examples', 'Certi', 'cate', 'programs', 'Industrial', 'Engineering', 'department', 'include', 'Workforce', 'Education', 'Development', 'Nanotechnology', '.']"
"['A.S.', 'program', 'related', 'Workforce', 'Education', 'Development', '?']","['A.S.', 'program', 'related', 'Workforce', 'Education', 'Development', 'Workforce', 'Education', 'Development', '.']"
"['department', 'offers', 'B.S', '.', 'program', 'Nuclear', 'Engineering', '?']","['department', 'offers', 'B.S', '.', 'program', 'Nuclear', 'Engineering', 'Engineering', 'department', '.']"
"['Minor', 'program', 'related', 'Service', 'Enterprise', 'Engineering', '?']","['Minor', 'program', 'related', 'Service', 'Enterprise', 'Engineering', 'Service', 'Enterprise', 'Engineering', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['examples', 'courses', 'related', 'Health', 'Human', 'Development', '?']","['Courses', 'related', 'Health', 'Human', 'Development', 'include', 'Biobehavioral', 'Health', ',', 'Athletic', 'Training', ',', 'Communication', 'Sciences', 'Disorders', '.']"
"['examples', 'courses', 'Information', 'Sciences', 'Technology', '?']","['Courses', 'Information', 'Sciences', 'Technology', 'include', 'Enterprise', 'Technology', 'Integration', ',', 'Human-Centered', 'Design', 'Development', ',', 'Information', 'Sciences', 'Technology', ',', 'Security', 'Risk', 'Analysis', '.']"
"['examples', 'courses', 'offer', 'Certi', 'cate', '?']","['Courses', 'offer', 'Certi', 'cate', 'include', 'Space', 'Systems', 'Engineering', ',', 'Children', ',', 'Youth', 'Family', 'Services', ',', 'Information', 'Sciences', 'Technology', ',', 'Security', 'Risk', 'Analysis', '.']"
"['examples', 'courses', 'offer', 'Minor', '?']","['Courses', 'offer', 'Minor', 'include', 'Six', 'Sigma', ',', 'Security', 'Risk', 'Analysis', ',', 'Deafness', 'Hearing', 'Studies', '.']"
"['examples', 'minors', 'offered', 'Health', 'Human', 'Development', 'department', '?']","['Minors', 'offered', 'Health', 'Human', 'Development', 'department', 'include', 'Kinesiology', ',', 'Nutritional', 'Sciences', ',', 'Recreation', ',', 'Park', ',', 'Tourism', 'Management', '.']"
"['certificate', 'programs', 'available', 'College', 'Health', 'Human', 'Development', '?']","['Certificate', 'programs', 'available', 'College', 'Health', 'Human', 'Development', 'include', 'Meeting', 'Event', 'Management', 'Sustainability', 'Leadership', '.']"
"['examples', 'certificates', 'offered', 'Information', 'Sciences', 'Technology', 'department', '?']","['Certificates', 'offered', 'Information', 'Sciences', 'Technology', 'department', 'include', 'Enterprise', 'Architecture', 'Cybersecurity', 'Analytics', 'Operations', '.']"
"['examples', 'African-related', 'programs', 'university', '?']","['African-related', 'programs', 'university', 'include', 'African', 'American', 'Studies', ',', 'African', 'Literature', ',', 'Visual', 'Arts', ',', 'Performance', ',', 'African', 'Studies', '.']"
"['major', 'offered', 'Nutritional', 'Sciences', 'department', '?']","['major', 'offered', 'Nutritional', 'Sciences', 'department', 'Nutritional', 'Sciences', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'African', 'American', 'Studies', 'African', 'Studies', '.']"
"['minor', 'available', 'African', 'American', 'Studies', 'department', '?']","['minor', 'available', 'African', 'American', 'Studies', 'department', 'African', 'American', 'Studies', '.']"
"['major', 'offered', 'Recreation', ',', 'Park', ',', 'Tourism', 'Management', 'department', '?']","['major', 'offered', 'Recreation', ',', 'Park', ',', 'Tourism', 'Management', 'department', 'Recreation', ',', 'Park', ',', 'Tourism', 'Management', '.']"
"['minor', 'available', 'Sport', 'Studies', 'department', '?']","['minor', 'available', 'Sport', 'Studies', 'department', 'Sport', 'Studies', '.']"
"['major', 'offered', 'Data', 'Sciences', 'department', '?']","['major', 'offered', 'Data', 'Sciences', 'department', 'Data', 'Sciences', '.']"
"['examples', 'minors', 'offered', 'university', '?']","['examples', 'minors', 'offered', 'university', 'include', 'Economics', ',', 'Latin', 'American', 'Studies', ',', 'English', ',', 'Latina', 'Latino', 'Studies', ',', 'Ethics', ',', 'French', 'Francophone', 'Studies', ',', 'Linguistics', ',', 'Medieval', 'Studies', ',', 'German', ',', 'Middle', 'East', 'Studies', '.']"
"['Bachelor', 'Arts', 'degree', 'English', 'focused', '?']","['Bachelor', 'Arts', 'degree', 'English', 'focuses', 'Liberal', 'Arts', '.']"
"['examples', 'minors', 'Liberal', 'Arts', 'program', '?']","['examples', 'minors', 'Liberal', 'Arts', 'program', 'include', 'English', ',', 'Latina', 'Latino', 'Studies', ',', 'Multidisciplinary', 'Studies', '.']"
"['Bachelor', 'Science', 'degree', 'French', 'Francophone', 'Studies', 'focused', '?']","['Bachelor', 'Science', 'degree', 'French', 'Francophone', 'Studies', 'focused', 'French', 'Francophone', 'Studies', '.']"
"['certificate', 'program', 'Fundraising', 'Advancement', '?']","['certificate', 'program', 'Fundraising', 'Advancement', 'fundraising', 'advancement', '.']"
"['Bachelor', 'Arts', 'degree', 'Law', 'Society', 'focused', '?']","['Bachelor', 'Arts', 'degree', 'Law', 'Society', 'focused', 'Law', 'Society', '.']"
"['examples', 'minors', 'Humanities', 'department', '?']","['examples', 'minors', 'Humanities', 'department', 'include', 'English', ',', 'Latina', 'Latino', 'Studies', ',', 'Ethics', ',', 'Linguistics', ',', 'Medieval', 'Studies', ',', 'German', ',', 'Middle', 'East', 'Studies', '.']"
"['Bachelor', 'Arts', 'degree', 'German', 'focused', '?']","['Bachelor', 'Arts', 'degree', 'German', 'focused', 'German', '.']"
"['Bachelor', 'Science', 'degree', 'Multidisciplinary', 'Studies', 'focused', '?']","['Bachelor', 'Science', 'degree', 'Multidisciplinary', 'Studies', 'focused', 'Liberal', 'Arts', '.']"
"['Bachelor', 'Arts', 'degree', 'Middle', 'East', 'Studies', 'focused', '?']","['Bachelor', 'Arts', 'degree', 'Middle', 'East', 'Studies', 'focused', 'Middle', 'East', 'Studies', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['different', 'types', 'Global', 'International', 'Studies', 'programs', 'offered', '?']","['different', 'types', 'Global', 'International', 'Studies', 'programs', 'offered', 'B.A', '.', 'B.S', '.']"
"['options', 'students', 'interested', 'Organizational', 'Professional', 'Communication', '?']","['Students', 'interested', 'Organizational', 'Professional', 'Communication', 'pursue', 'B.A', '.', 'B.S', '.', 'field', '.']"
"['available', 'minors', 'Global', 'International', 'Studies', 'department', '?']","['available', 'minors', 'Global', 'International', 'Studies', 'department', 'Global', 'International', 'Studies', ',', 'Organizational', 'Communication', ',', 'Global', 'Security', ',', 'Business', 'Liberal', 'Arts', '.']"
"['degrees', 'offered', 'Organizational', 'Leadership', '?']","['Organizational', 'Leadership', 'offers', 'B.A', '.', 'B.S', '.', 'degree', '.']"
"['options', 'students', 'interested', 'studying', 'Art', 'Abington', '?']","['Students', 'interested', 'studying', 'Art', 'Abington', 'pursue', 'B.A', '.', 'field', '.']"
"['minors', 'available', 'Organizational', 'Leadership', 'department', '?']","['minors', 'available', 'Organizational', 'Leadership', 'department', 'Organizational', 'Leadership', 'Pennsylvania', 'Studies', '.']"
"['degree', 'offered', 'Biology', 'Abington', '?']","['Biology', 'Abington', 'offers', 'B.S', '.', 'degree', '.']"
"['focus', 'Business', 'Administration', 'program', 'Abington', '?']","['focus', 'Business', 'Administration', 'program', 'Abington', 'A.S.', 'degree', '.']"
"['options', 'students', 'interested', 'studying', 'Philosophy', '?']","['Students', 'interested', 'studying', 'Philosophy', 'pursue', 'either', 'B.A', '.', 'B.S', '.', 'degree', 'field', '.']"
"['examples', 'minors', 'offered', 'university', '?']","['examples', 'minors', 'offered', 'university', 'include', 'Portuguese', ',', 'Psychology', ',', 'Religious', 'Studies', ',', 'Rhetoric', ',', 'Russian', ',', 'Sexuality', 'Gender', 'Studies', ',', 'Small', 'Group', 'Conflict', 'Collaboration', '.']"
"['degree', 'options', 'available', 'Psychology', 'Liberal', 'Arts', 'program', '?']","['degree', 'options', 'available', 'Psychology', 'Liberal', 'Arts', 'program', 'B.A', '.', 'B.S', '.']"
"['focus', 'Small', 'Group', 'Conflict', 'Collaboration', 'certificate', 'program', '?']","['focus', 'Small', 'Group', 'Conflict', 'Collaboration', 'certificate', 'program', 'conflict', 'resolution', 'collaboration', 'within', 'small', 'groups', '.']"
"['degree', 'options', 'Social', 'Data', 'Analytics', 'university', '?']","['degree', 'option', 'Social', 'Data', 'Analytics', 'university', 'B.S', '.']"
"['degree', 'options', 'available', 'Criminal', 'Justice', 'Abington', 'campus', '?']","['degree', 'options', 'available', 'Criminal', 'Justice', 'Abington', 'campus', 'B.A', '.', 'B.S', '.']"
"['focus', 'Cybersecurity', 'Analytics', 'Operations', 'program', 'Abington', 'campus', '?']","['focus', 'Cybersecurity', 'Analytics', 'Operations', 'program', 'Abington', 'campus', 'cybersecurity', 'data', 'analytics', '.']"
"['degree', 'options', 'available', 'Health', 'Humanities', 'university', '?']","['degree', 'options', 'available', 'Health', 'Humanities', 'university', 'B.A', '.', 'B.S', '.']"
"['degree', 'options', 'available', 'Information', 'Technology', 'Abington', 'campus', '?']","['degree', 'option', 'available', 'Information', 'Technology', 'Abington', 'campus', 'B.S', '.']"
"['degree', 'options', 'available', 'Integrative', 'Arts', 'Abington', 'campus', '?']","['degree', 'option', 'available', 'Integrative', 'Arts', 'Abington', 'campus', 'B.A', '.']"
"['degree', 'options', 'available', 'Multidisciplinary', 'Studies', 'Abington', 'campus', '?']","['degree', 'option', 'available', 'Multidisciplinary', 'Studies', 'Abington', 'campus', 'A.A', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['available', 'majors', 'Multidisciplinary', 'Studies', 'program', 'Abington', '?']","['available', 'majors', 'Multidisciplinary', 'Studies', 'program', 'Abington', 'B.A', '.', 'B.S', '.']"
