Tokenized_Query,Tokenized_Answer
"['program', 'description', 'Economics', 'major', '?']","['Economics', 'major', 'designed', 'seek', 'broad', 'understanding', 'operation', 'economic', 'systems', 'training', 'methods', 'use', 'economic', 'analysis', '.', 'Graduates', 'equipped', 'employment', 'various', 'areas', 'business', 'operations', ',', 'labor', 'unions', ',', 'government', 'agencies', '.']"
"['areas', 'Economics', 'graduates', 'find', 'employment', '?']","['Economics', 'graduates', 'find', 'employment', 'areas', 'business', 'operations', ',', 'labor', 'unions', ',', 'government', 'agencies', 'different', 'levels', '.']"
"['difference', 'Bachelor', 'Arts', 'Bachelor', 'Science', 'programs', 'Economics', '?']","['Students', 'Economics', 'choose', 'Bachelor', 'Arts', 'Bachelor', 'Science', 'programs', '.', 'Additionally', ',', 'honors', 'program', 'also', 'offered', '.']"
"['focus', 'Economics', 'field', 'study', '?']","['Economics', 'study', 'individuals', ',', 'firms', ',', 'governments', 'allocate', 'scarce', 'resources', '.', 'involves', 'understanding', 'operation', 'economic', 'systems', 'using', 'economic', 'analysis', '.']"
"['specific', 'entrance', 'requirements', 'Economics', 'major', '?']","['eligible', 'entrance', 'Economics', 'major', ',', 'degree', 'candidates', 'must', 'satisfy', 'specific', 'entrance', 'requirements', '.', 'requirements', 'include', 'completing', 'certain', 'entrance-to-major', 'requirements', '.']"
"['examples', 'decisions', 'economists', 'study', '?']","['Economists', 'study', 'decisions', 'made', 'individuals', ',', 'firms', ',', 'governments', ',', 'well', 'effects', 'decisions', '.', 'also', 'analyze', 'policies', 'made', 'governments', '.']"
"['areas', 'study', 'within', 'Economics', '?']","['Economists', 'study', 'wide', 'range', 'topics', 'including', 'health', 'care', ',', 'crime', ',', 'environmental', 'issues', ',', 'inequality', '.', 'also', 'provide', 'advice', 'various', 'economic', 'matters', '.']"
"['importance', 'Economics', 'everyday', 'decision-making', '?']","['Economics', 'provides', 'knowledge', 'logic', 'making', 'everyday', 'decisions', ',', 'big', 'small', '.', 'encompasses', 'everything', 'eat', 'lunch', 'choosing', 'career', '.']"
"['purpose', 'Economics', 'major', '?']","['Economics', 'major', 'designed', 'provide', 'students', 'broad', 'understanding', 'economic', 'systems', 'methods', 'used', 'economic', 'analysis', '.', 'Graduates', 'prepared', 'various', 'career', 'paths', 'studies', 'economics', '.']"
"['required', 'courses', 'Economics', 'major', '?']","['required', 'courses', 'Economics', 'major', 'include', 'ECON', '102', ',', 'ECON', '104', ',', 'ECON', '106', ',', 'ECON', '302', ',', 'ECON', '304', ',', 'ECON', '306', '.']"
"['many', 'credits', 'required', 'Bachelor', 'Arts', 'degree', 'Economics', '?']","['minimum', '120', 'credits', 'required', 'Bachelor', 'Arts', 'degree', 'Economics', '.']"
"['minimum', 'grade', 'required', 'courses', 'Economics', 'major', '?']","['minimum', 'grade', 'required', 'courses', 'Economics', 'major', 'C', 'better', '.']"
"['examples', 'supporting', 'courses', 'related', 'Economics', '?']","['examples', 'supporting', 'courses', 'related', 'Economics', 'include', 'Economics', 'courses', '300', '400', 'levels', 'department', 'approval', '.']"
"['purpose', 'General', 'Education', 'curriculum', '?']","['General', 'Education', 'curriculum', 'provides', 'students', 'opportunity', 'acquire', 'transferable', 'skills', 'necessary', 'successful', 'future', 'thrive', 'interconnected', 'contexts', '.']"
"['many', 'credits', 'supporting', 'courses', 'related', 'Economics', 'required', '?']","['total', '18', 'credits', 'supporting', 'courses', 'related', 'Economics', 'required', ',', 'including', 'least', '9', 'credits', '400', 'level', '.']"
"['Senate', 'Policy', 'regarding', 'grades', 'major-required', 'courses', '?']","['According', 'Senate', 'Policy', '82-44', ',', 'students', 'must', 'earn', 'least', 'C', 'grade', 'courses', 'designated', 'major', 'C-required', 'courses', '.']"
"['students', 'find', 'information', 'General', 'Education', 'requirements', '?']","['Students', 'find', 'information', 'General', 'Education', 'requirements', 'General', 'Education', 'Requirements', 'section', 'Bulletin', 'consulting', 'academic', 'adviser', '.']"
"['purpose', 'Suggested', 'Academic', 'Plan', '?']","['Suggested', 'Academic', 'Plan', 'intended', 'guide', 'students', 'planning', 'program', 'study', '.']"
"['students', 'demonstrate', 'proficiency', 'foreign', 'language', 'Electives', '?']","['Students', 'demonstrate', 'proficiency', 'foreign', 'language', 'examination', '.']"
"['requirements', 'Cultures', 'requirement', 'Pennsylvania', 'State', 'University', '?']","['Cultures', 'requirement', 'Penn', 'State', 'University', 'includes', '6', 'credits', ',', '3', 'credits', 'United', 'States', 'Cultures', '3', 'credits', 'International', 'Cultures', '.']"
"['many', 'credits', 'required', 'Quantification', '(', 'GQ', ')', 'requirement', '?']","['Quantification', '(', 'GQ', ')', 'requirement', 'Penn', 'State', 'University', 'requires', '6', 'credits', '.']"
"['credit', 'requirement', 'Writing', 'Speaking', '(', 'GWS', ')', 'requirement', '?']","['Writing', 'Speaking', '(', 'GWS', ')', 'requirement', 'Penn', 'State', 'University', 'requires', '9', 'credits', '.']"
"['many', 'credits', 'needed', 'Arts', '(', 'GA', ')', 'requirement', '?']","['Arts', '(', 'GA', ')', 'requirement', 'Penn', 'State', 'University', 'requires', '3', 'credits', '.']"
"['credit', 'requirement', 'Health', 'Wellness', '(', 'GHW', ')', 'requirement', '?']","['Health', 'Wellness', '(', 'GHW', ')', 'requirement', 'Penn', 'State', 'University', 'requires', '3', 'credits', '.']"
"['many', 'credits', 'required', 'Humanities', '(', 'GH', ')', 'requirement', '?']","['Humanities', '(', 'GH', ')', 'requirement', 'Penn', 'State', 'University', 'requires', '3', 'credits', '.']"
"['credit', 'requirement', 'Social', 'Behavioral', 'Sciences', '(', 'GS', ')', 'requirement', '?']","['Social', 'Behavioral', 'Sciences', '(', 'GS', ')', 'requirement', 'Penn', 'State', 'University', 'requires', '3', 'credits', '.']"
"['many', 'credits', 'needed', 'Natural', 'Sciences', '(', 'GN', ')', 'requirement', '?']","['Natural', 'Sciences', '(', 'GN', ')', 'requirement', 'Penn', 'State', 'University', 'requires', '3', 'credits', '.']"
"['many', 'credits', 'required', 'Inter-Domain', 'Courses', 'requirement', '?']","['Inter-Domain', 'Courses', 'requirement', 'Penn', 'State', 'University', 'requires', '6', 'credits', '.']"
"['many', 'credits', 'needed', 'Exploration', 'requirement', '?']","['Exploration', 'requirement', 'Penn', 'State', 'University', 'requires', '3', 'credits', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['many', 'credits', 'required', 'Cultures', 'category', '?']","['3', 'credits', 'required', 'Cultures', 'category', '.']"
"['courses', 'Cultures', 'category', 'used', 'meet', 'major', 'elective', 'requirements', '?']","['Yes', ',', 'students', 'may', 'count', 'courses', 'Cultures', 'category', 'order', 'meet', 'major', ',', 'minor', ',', 'elective', ',', 'General', 'Education', 'requirements', '.']"
"['students', 'find', 'information', 'Integrated', 'B.A', '.', 'Economics', 'M.A', '.', 'Economics', 'program', 'requirements', '?']","['Students', 'find', 'information', 'Integrated', 'B.A', '.', 'Economics', 'M.A', '.', 'Economics', 'program', 'requirements', 'Graduate', 'Bulletin', 'https', ':', '//bulletins.psu.edu/graduate/programs/majors/economics/', '#', 'integratedundergradgradprogramstext', '.']"
"['minimum', 'number', 'credits', 'required', 'baccalaureate', 'degree', 'University', 'Park', '?']","['minimum', 'number', 'credits', 'required', 'baccalaureate', 'degree', 'University', 'Park', '120', 'credits', '.']"
"['minimum', 'grade-point', 'average', 'required', 'complete', 'degree', 'requirements', 'major', '?']","['Candidates', 'must', 'earn', 'least', '2.00', 'grade-point', 'average', 'courses', 'completed', 'within', 'degree', 'program', '.']"
"['main', 'goal', 'university', ""'s"", 'academic', 'advising', 'program', '?']","['main', 'goal', 'university', ""'s"", 'academic', 'advising', 'program', 'help', 'advisees', 'identify', 'achieve', 'academic', 'goals', ',', 'promote', 'intellectual', 'discovery', ',', 'encourage', 'students', 'become', 'self-directed', 'learners', 'decision', 'makers', '.']"
"['responsible', 'making', 'advising', 'relationship', 'succeed', '?']","['advisers', 'advisees', 'share', 'responsibility', 'making', 'advising', 'relationship', 'succeed', '.']"
"['many', 'credits', 'required', 'college', 'graduation', '?']","['3', 'credits', 'required', 'college', 'graduation', 'part', 'minimum', 'credit', 'requirements', '.']"
"['students', 'find', 'information', 'advising', 'policy', 'university', '?']","['Students', 'find', 'information', 'advising', 'policy', 'university', 'Senate', 'Policy', '32-00', ':', 'Advising', 'Policy', 'https', ':', '//senate.psu.edu/policies-and-rules-for-undergraduate-students/32-00-advising-policy/', '.']"
"['contact', 'information', 'Liberal', 'Arts', 'Academic', 'Advising', '?']","['contact', 'information', 'Liberal', 'Arts', 'Academic', 'Advising', '814-865-2545', 'visit', 'Meet', 'Academic', 'Advisers', 'web', 'page', 'Liberal', 'Arts', 'website', '.']"
"['access', 'previous', 'years', ""'"", 'suggested', 'academic', 'plans', 'Economics', ',', 'B.A', '.', 'program', '?']","['access', 'previous', 'years', ""'"", 'suggested', 'academic', 'plans', 'visiting', 'archive', 'Penn', 'State', 'website', 'selecting', 'appropriate', 'Undergraduate', 'Bulletin', 'edition', '.']"
"['suggested', 'academic', 'plan', 'Fourth', 'Year', 'Fall', 'Economics', ',', 'B.A', '.', 'program', '?']","['suggested', 'academic', 'plan', 'Fourth', 'Year', 'Fall', 'Economics', ',', 'B.A', '.', 'program', 'listed', 'page', 'effect', '2023-24', 'academic', 'year', '.']"
"['find', '400', 'Level', 'ECON', 'Course', 'Economics', ',', 'B.A', '.', 'program', '?']","['400', 'Level', 'ECON', 'Course', 'Economics', ',', 'B.A', '.', 'program', 'University', 'Park', 'Campus', 'listed', 'part', 'course', 'series', 'provides', 'one', 'many', 'possible', 'ways', 'move', 'curriculum', '.']"
"['courses', 'required', 'First', 'Year', 'Fall', 'Economics', ',', 'B.A', '.', 'program', '?']","['First', 'Year', 'Fall', 'Economics', ',', 'B.A', '.', 'program', ',', 'students', 'required', 'take', 'ECON', '102', ',', 'ENGL', '15', ',', 'General', 'Education', 'Course', ',', 'First', 'Year', 'Seminar', ',', 'General', 'Education', 'Course', 'IL', 'US', 'Cultures', '.']"
"['consult', 'regularly', 'develop', 'refine', 'academic', 'plan', 'Economics', ',', 'B.A', '.', 'program', '?']","['consult', 'Penn', 'State', 'academic', 'adviser', 'regularly', 'develop', 'refine', 'academic', 'plan', 'Economics', ',', 'B.A', '.', 'program', '.']"
"['courses', 'required', 'Second', 'Year', 'Fall', 'Economics', ',', 'B.A', '.', 'program', '?']","['Second', 'Year', 'Fall', 'Economics', ',', 'B.A', '.', 'program', ',', 'students', 'required', 'take', 'ECON', '302', ',', 'CAS', '100A', ',', '300', 'Level', 'ECON', 'Course', ',', 'ECON', '106', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['requirements', 'BA', 'degree', '?']","['BA', 'degree', 'requirements', 'include', 'Arts', ',', 'Humanities', ',', 'Social', 'Sciences', ',', 'Natural', 'Sciences', ',', 'Quantification', ',', 'World', 'Language', 'courses', '.']"
"['provide', 'examples', '400', 'Level', 'ECON', 'courses', '?']","['Examples', '400', 'Level', 'ECON', 'courses', 'include', 'ECON', '306', '.']"
"['courses', 'satisfy', 'Writing', 'Across', 'Curriculum', 'requirement', '?']","['Courses', 'satisfy', 'Writing', 'Across', 'Curriculum', 'requirement', 'suffixes', 'like', 'W', ',', 'X', ',', 'end', 'course', 'numbers', '.']"
"['General', 'Education', 'Notes', '?']","['General', 'Education', 'Notes', 'provide', 'information', 'various', 'requirements', 'GWS', ',', 'GQ', ',', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', ',', 'Inter-domain', 'courses', '.']"
"['courses', 'required', 'incoming', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', '?']","['Incoming', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'required', 'take', 'ENGL', '137H/CAS', '137H', 'fall', 'semester', 'ENGL', '138T/CAS', '138T', 'spring', 'semester', '.']"
"['total', 'number', 'credits', 'required', 'degree', '?']","['total', 'number', 'credits', 'required', 'degree', '120', '.']"
"['courses', 'require', 'grade', ""'"", 'C', ""'"", 'better', '?']","['Foundation', 'courses', '(', 'GWS', ',', 'GQ', ')', 'require', 'grade', ""'"", 'C', ""'"", 'better', '.']"
"['abbreviations', 'US', 'IL', 'designate', 'course', 'requirements', '?']","['abbreviations', 'US', 'IL', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '(', 'United', 'States', 'International', 'Cultures', ')', '.']"
"['suffixes', 'W', ',', 'X', ',', 'end', 'course', 'numbers', 'indicate', 'course', 'requirements', '?']","['suffixes', 'W', ',', 'X', ',', 'end', 'course', 'numbers', 'indicate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['Bachelor', 'Arts', '(', 'B.A', '.', ')', 'Fields', 'students', 'must', 'take', 'courses', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', 'courses', 'Humanities', ',', 'Social', 'Behavioral', 'Sciences', ',', 'Arts', ',', 'World', 'Languages', ',', 'Natural', 'Sciences', ',', 'Quantification', '.']"
"['Bachelor', 'Arts', 'students', 'take', 'B.A', '.', 'Fields', 'courses', 'primary', 'major', 'area', '?']","['Yes', ',', 'B.A', '.', 'Fields', 'courses', 'may', 'taken', 'area', 'student', ""'s"", 'primary', 'major', '.']"
"['students', 'find', 'full', 'list', 'courses', 'approved', 'Cultures', 'requirement', '?']","['Students', 'find', 'full', 'list', 'courses', 'approved', 'Cultures', 'requirement', 'consulting', 'adviser', 'checking', 'Bulletin', '.']"
"['examples', '400', 'level', 'ECON', 'courses', 'Commonwealth', 'Campuses', '?']","['examples', '400', 'level', 'ECON', 'courses', 'Commonwealth', 'Campuses', 'include', 'ECON', '302', 'ECON', '304', '.']"
"['credit', 'requirement', 'Bachelor', 'Arts', 'students', 'Cultures', 'category', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', '3', 'credits', 'Cultures', 'category', '.']"
"['purpose', 'degree', 'audit', 'accessible', 'LionPATH', '?']","['degree', 'audit', 'accessible', 'LionPATH', 'used', 'plan', 'track', 'progress', 'towards', 'degree', 'requirements', '.']"
"['many', 'credits', 'required', 'Bachelor', 'Arts', 'students', 'World', 'Languages', 'category', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', 'second', 'language', 'beyond', '12th', 'credit', 'level', 'proficiency', 'part', 'World', 'Languages', 'category', '.']"
"['recommended', 'course', 'First', 'Year', 'Seminar', '?']","['recommended', 'course', 'First', 'Year', 'Seminar', 'ENGL', '15', ',', '30H', ',', 'ESL', '15', '.']"
"['credit', 'requirement', 'General', 'Education', 'courses', 'Inter-Domain', 'category', '?']","['General', 'Education', 'courses', 'Inter-Domain', 'category', 'typically', 'require', '3', 'credits', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['Bachelor', 'Arts', 'Requirements', 'students', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', '9', 'credits', 'Bachelor', 'Arts', 'Fields', ',', 'include', 'Humanities', ',', 'Social', 'Behavioral', 'Sciences', ',', 'Arts', ',', 'World', 'Languages', ',', 'Natural', 'Sciences', ',', 'Quantification', '.']"
"['total', 'number', 'credits', 'required', 'graduation', '?']","['total', 'credits', 'required', 'graduation', '120', '.']"
"['requirement', 'courses', 'Humanities', 'field', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', '3', 'credits', 'Humanities', 'courses', '.']"
"['different', 'General', 'Education', 'Notes', 'mentioned', 'data', '?']","['General', 'Education', 'Notes', 'mention', 'use', 'abbreviations', 'like', 'US', 'IL', 'Cultural', 'Diversity', 'Requirements', ',', 'W', ',', 'X', 'suffixes', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '.']"
"['requirement', 'courses', 'Natural', 'Sciences', 'field', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', '3', 'credits', 'Natural', 'Sciences', 'courses', '.']"
"['requirement', 'courses', 'Social', 'Sciences', 'field', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', '3', 'credits', 'Social', 'Sciences', 'courses', '.']"
"['requirement', 'courses', 'World', 'Language', 'field', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', '3', 'credits', 'World', 'Language', 'courses', '.']"
"['requirement', 'courses', 'Quantification', 'field', '?']","['Bachelor', 'Arts', 'students', 'must', 'take', '3', 'credits', 'Quantification', 'courses', '.']"
"['different', 'types', 'Elective', 'courses', 'mentioned', 'data', '?']","['data', 'mentions', 'Career', 'Paths', 'Elective', 'General', 'Elective', 'types', 'Elective', 'courses', '.']"
"['examples', 'careers', 'Economics', 'graduates', 'pursue', '?']","['examples', 'careers', 'Economics', 'graduates', 'pursue', 'include', 'consulting', ',', 'sales', ',', 'banking', ',', 'financial', 'advising', ',', 'well', 'public', 'sector', 'careers', 'FDA', 'DOJ', '.']"
"['opportunities', 'available', 'Economics', 'graduates', 'terms', 'graduate', 'studies', '?']","['Many', 'schools', 'offer', 'graduate', 'programs', 'Economics', ',', 'M.A', '.', 'Ph.D.', 'degrees', '.', 'Economics', 'graduates', 'strong', 'math', 'background', 'also', 'consider', 'pursuing', 'M.B.A.', 'J.D', '.']"
"['math', 'preparation', 'recommended', 'Economics', 'graduates', 'considering', 'graduate', 'studies', '?']","['Economics', 'graduates', 'considering', 'graduate', 'studies', 'recommended', 'extra', 'math', 'preparation', ',', 'particularly', 'calculus', 'linear', 'algebra', '.']"
"['students', 'find', 'professional', 'resources', 'related', 'Economics', '?']","['Students', 'find', 'professional', 'resources', 'related', 'Economics', 'Economics', 'Association', 'website', '.']"
"['program', 'description', 'Economics', ',', 'B.S', '.', 'degree', 'Penn', 'State', '?']","['Economics', ',', 'B.S', '.', 'degree', 'Penn', 'State', 'designed', 'provide', 'students', 'broad', 'understanding', 'operation', 'economic', 'systems', 'training', 'economic', 'analysis', 'methods', '.']"
"['areas', 'employment', 'Economics', 'graduates', 'equipped', '?']","['Economics', 'graduates', 'equipped', 'employment', 'various', 'areas', 'business', 'operations', ',', 'labor', 'unions', ',', 'government', 'agencies', 'different', 'levels', '.']"
"['skills', 'Economics', 'graduates', 'expected', '?']","['Economics', 'graduates', 'expected', 'strong', 'quantitative', 'skills', ',', 'B.S', '.', 'degree', 'program', 'intended', 'students', 'strong', 'interest', 'quantitative', 'analysis', '.']"
"['type', 'program', 'offered', 'Economics', 'majors', 'excel', 'academically', '?']","['honors', 'program', 'also', 'offered', 'Economics', 'majors', 'excel', 'academically', '.']"
"['students', 'contact', 'Department', 'Economics', 'Penn', 'State', '?']","['Students', 'contact', 'Department', 'Economics', 'Penn', 'State', 'information', 'provided', 'website', '.']"
"['contact', 'information', 'Department', 'Economics', 'Penn', 'State', '?']","['Department', 'Economics', 'Penn', 'State', 'reached', '403', 'Kern', 'Graduate', 'Building', ',', 'University', 'Park', ',', 'PA', '16802', ',', 'email', 'prd138', '@', 'psu.edu', '.']"
"['entrance', 'requirements', 'Economics', 'major', '?']","['eligible', 'entrance', 'Economics', 'major', ',', 'degree', 'candidate', 'must', 'completed', 'ECON', '102', 'ECON', '104', 'grade', 'C', 'better', '.']"
"['total', 'number', 'credits', 'required', 'Bachelor', 'Science', 'degree', 'Economics', '?']","['minimum', '120', 'credits', 'required', 'Bachelor', 'Science', 'degree', 'Economics', '.']"
"['examples', 'courses', 'considered', 'Prescribed', 'Courses', 'Economics', 'major', '?']","['examples', 'Prescribed', 'Courses', 'Economics', 'major', 'include', 'ECON', '102', 'Introductory', 'Microeconomics', '.']"
"['areas', 'Economics', 'graduates', 'find', 'employment', '?']","['Economics', 'graduates', 'find', 'employment', 'areas', 'business', 'operations', ',', 'labor', 'unions', ',', 'government', 'agencies', 'various', 'levels', '.']"
"['purpose', 'Economics', 'major', '?']","['Economics', 'major', 'designed', 'provide', 'broad', 'understanding', 'economic', 'systems', 'operate', 'equip', 'graduates', 'skills', 'analyze', 'economic', 'issues', '.']"
"['topics', 'economists', 'study', '?']","['Economists', 'study', 'wide', 'range', 'topics', 'including', 'health', 'care', ',', 'crime', ',', 'environmental', 'issues', ',', 'inequality', '.']"
"['importance', 'Economics', 'everyday', 'decision-making', '?']","['Economics', 'provides', 'knowledge', 'logic', 'making', 'everyday', 'decisions', ',', 'big', 'small', ',', 'eat', 'lunch', 'career', 'path', 'choose', '.']"
"['minimum', 'grade', 'required', 'courses', 'designated', 'C-required', 'Economics', 'major', '?']","['grade', 'C', 'better', 'required', 'courses', 'designated', 'C-required', 'Economics', 'major', '.']"
"['purpose', 'Entrance-to-Major', 'requirements', 'Economics', 'major', '?']","['Entrance-to-Major', 'requirements', 'ensure', 'degree', 'candidates', 'foundational', 'understanding', 'economics', 'entering', 'major', '.']"
